Product Name,Price,Miles,Dealername,Rating,Location,Reviews
2013 INFINITI JX35 Base,7999,115155,Advance 1 Auto Group,0.0,"Lombard, IL (19 mi.)",2
2022 Nissan Sentra SV,20795,31680,DriveTime of South Chicago,0.0,"Midlothian, IL (19 mi.)",0
2020 Bentley Mulsanne Speed,194774,13274,Perillo Downers Grove,0.0,"Downers Grove, IL (20 mi.)",89
2024 Cadillac CT4-V Blackwing,84105,0,"Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",0.0,"Northbrook, IL (21 mi.)",285
2019 Nissan Rogue Hybrid SV,15395,83001,Bill Kay Downers Grove Nissan,4.7,"Downers Grove, IL (21 mi.)",2571
2015 Lexus RC 350 Base,28500,17072,Napleton River Oaks Honda,4.9,"Lansing, IL (22 mi.)",2015
2020 GMC Terrain SLT,21972,49616,INFINITI of Orland Park A Zeigler Auto Group Company,4.5,"Orland Park, IL (22 mi.)",1414
2024 Cadillac CT4-V Blackwing,92040,0,Rizza Cadillac Buick GMC,4.5,"Tinley Park, IL (22 mi.)",3908
2023 Kia Soul S,19636,26319,Phillips Chevrolet of Lansing,5.0,"Lansing, IL (22 mi.)",6799
2024 Lexus GX 550 SUV,104895,557,Strada Motorsports,0.0,"Schaumburg, IL (26 mi.)",1
2010 Porsche Cayman S,55987,8921,Blackdog Performance Cars,0.0,"Lincolnshire, IL (26 mi.)",0
2024 Audi S8 4.0T,139135,0,Audi Naperville,4.7,"Naperville, IL (30 mi.)",993
2012 Mercedes-Benz SLS AMG Base,160155,23928,Auto's of Chicago,4.0,"Arlington Heights, IL",83
2022 Chevrolet Equinox 1LT,23444,11199,Berwyn Kia,4.6,"Berwyn, IL (10 mi.)",274
2020 Kia Optima LX,13846,81699,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2022 Mercedes-Benz EQS 450+ EQS 450+ Sedan,31980,131127,Driven Auto Sales,4.1,"Burbank, IL (13 mi.)",193
2022 RAM 1500 Bighorn,33998,37904,CarMax Independence Boulevard,0.0,Location not found,11
2025 Buick Enclave AVENIR,61995,0,Ettleson Buick GMC,4.9,"Hodgkins, IL (14 mi.)",1403
2011 INFINITI G37 Sport,21898,54913,Golf Mill Ford,4.8,"Niles, IL (14 mi.)",3743
2019 Mercedes-Benz GLC 350e,26998,35913,CarMax Milwaukee,0.0,Location not found,2
2016 Jeep Grand Cherokee Laredo,14988,88192,Jennings Chevy / VW,4.7,"Glenview, IL (15 mi.)",1564
2023 Mercedes-Benz AMG GLS 63 Base 4MATIC,119887,18782,Glenview Luxury Imports,4.8,"Glenview, IL (15 mi.)",470
2023 Chevrolet Bolt EUV FWD LT,17526,32207,Hertz Car Sales Des Plaines,0.0,"Des Plaines, IL (16 mi.)",120
2024 Ford Transit-250,54560,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2022 Chevrolet Silverado 1500 RST,42750,18656,Roesch Ford,4.6,"Bensenville, IL (17 mi.)",537
2006 Porsche Cayman S,18480,126530,Lucky Motors Megastore of Villa Park,3.8,"Villa Park, IL (18 mi.)",204
2015 INFINITI Q70L 3.7X,15200,108505,Napleton Porsche of Westmont,4.8,"Westmont, IL (18 mi.)",879
2024 Maserati GranCabrio Trofeo,225575,0,Napleton Aston Martin Maserati,4.8,"Downers Grove, IL (19 mi.)",1023
2024 Audi S8 4.0T,120000,6525,Napleton Aston Martin Maserati,4.8,"Downers Grove, IL (19 mi.)",1023
2012 Kia Optima EX,10900,75551,Packey Webb Ford,4.4,"Downers Grove, IL (21 mi.)",652
2015 Nissan Rogue SL,13587,74894,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2009 Lexus GS 350 Base,9500,141516,Acura Highland Park,4.5,"Highland Park, IL (25 mi.)",432
2024 Lexus TX 350 Luxury,68995,4925,Woodfield Lexus,4.9,"Schaumburg, IL (26 mi.)",2321
2020 Mercedes-Benz GLB 250 4MATIC,26289,45084,Alfa Romeo of Naperville,4.8,"Naperville, IL (30 mi.)",130
2020 Ferrari 812 Superfast Base,349900,4696,Lake Forest Sports Cars,0.0,"Lake Bluff, IL (30 mi.)",6
2016 Ford Transit-150 Base,17995,116939,High Quality Auto Group,0.0,"Chicago, IL (6 mi.)",0
2002 BMW Z3 2.5i Roadster,9850,200383,Windy City Motors,0.0,"Chicago, IL (7 mi.)",768
2014 Subaru Forester 2.0XT Touring,11477,126745,Honda City Chicago,4.8,"Chicago, IL (8 mi.)",603
2022 RAM 1500 Bighorn,33998,37904,CarMax Independence Boulevard,0.0,Location not found,11
1997 BMW Z3 1.9 Roadster,13995,34800,TAB Auto Brokers,5.0,"Chicago, IL (9 mi.)",25
2005 Ford E350 Super Duty XLT Wagon,11800,110000,Not found,0.0,"Chicago, IL (10 mi.)",0
2011 Mercedes-Benz SLK-Class SLK300,16988,64273,iCars Chicago,5.0,"Skokie, IL (13 mi.)",538
2020 Dodge Durango R/T,34998,47522,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2023 Dodge Durango GT Launch Edition,35998,6693,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2025 Buick Enclave Preferred,47360,0,Ettleson Buick GMC,4.9,"Hodgkins, IL (14 mi.)",1403
2013 Subaru Legacy 2.5I Premium,13998,112076,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2023 GMC Acadia SLE,34980,18850,Golf Mill Ford,4.8,"Niles, IL (14 mi.)",3743
2016 GMC Sierra 1500 SLE,25998,54671,CarMax Chattanooga,0.0,Location not found,5
2023 Honda Civic Type R Base,46988,4263,S&M Auto Sales,2.1,"Hickory Hills, IL (15 mi.)",60
2018 Honda Civic Type R Touring,38988,26628,S&M Auto Sales,2.1,"Hickory Hills, IL (15 mi.)",60
2019 Jeep Cherokee Limited,16950,89834,Chicago Motor Credit,4.9,"South Holland, IL (20 mi.)",116
2009 Ford E350 Super Duty Base,14777,52022,Rt. 34 Motorsports,1.3,"Downers Grove, IL (21 mi.)",40
2000 Ford E350 Super Duty XL Wagon,11990,72535,Auto House Motors,3.9,"Downers Grove, IL (21 mi.)",86
2020 Buick Regal Sportback Preferred,21992,32992,Apple Chevrolet,4.7,"Tinley Park, IL (22 mi.)",1558
2024 Jeep Wagoneer Series I 4x4,56500,0,Napleton's River Oaks Chrysler Jeep Dodge RAM,4.6,"Lansing, IL (22 mi.)",1329
2019 Ford EcoSport Titanium,16998,58640,CarMax Tinley Park,0.0,"Tinley Park, IL (25 mi.)",16
2012 RAM 3500 Laramie,35950,82434,Frankfort Auto Haus,0.0,"Frankfort, IL (27 mi.)",106
2024 Volvo V60 Recharge Plug-In Hybrid Polestar,73450,0,The Autobarn Volvo Cars of Oak Park,4.9,"Oak Park, IL (9 mi.)",1062
2020 Chevrolet Blazer 1LT,19998,75086,McGrath City Honda,4.4,"Chicago, IL (9 mi.)",1890
2025 Mazda Mazda3 FWD w/Select Package,27092,0,McGrath City Mazda,4.6,"Chicago, IL (9 mi.)",727
2021 BMW X1 XDrive28i,28998,25987,CarMax Dothan,0.0,Location not found,3
2024 Lexus RX 500h F SPORT Performance,66994,994,Porsche Lincolnwood,4.5,"Lincolnwood, IL (11 mi.)",87
2019 Nissan Altima 2.5 SR,18995,58605,Highend Motors,0.0,"Chicago, IL (12 mi.)",0
2021 Jeep Compass Limited,22000,26058,Ed Napleton Honda,4.9,"Oak Lawn, IL (13 mi.)",2503
2016 Chevrolet Colorado Work Truck,21998,29595,CarMax Bakersfield,0.0,Location not found,4
2014 Cadillac ELR Base,9998,159472,McGrath Elmhurst Toyota,4.4,"Elmhurst, IL (17 mi.)",842
2018 BMW 530e xDrive iPerformance,22900,84000,Not found,0.0,"Glenview, IL (17 mi.)",0
2024 Ford Transit-250,54210,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2008 Volvo XC70 3.2,4995,161210,Cars147.com,3.8,"Midlothian, IL (19 mi.)",56
2022 Rivian R1S Launch Edition,71500,13431,Napleton Aston Martin Maserati,4.8,"Downers Grove, IL (19 mi.)",1023
2023 Chrysler 300 S,33473,37651,Advantage Toyota of River Oaks,4.5,"Calumet City, IL (20 mi.)",529
2018 Cadillac CT6 3.0L Twin Turbo Platinum,17999,136619,I-80 Auto Sales,0.0,"Hazel Crest, IL (21 mi.)",18
2025 Chevrolet Trailblazer RS,27745,0,Tasca Chevrolet Wheeling,4.8,"Wheeling, IL (24 mi.)",3513
2019 Honda Fit EX,20998,37629,CarMax Tinley Park,0.0,"Tinley Park, IL (25 mi.)",16
2006 Nissan 350Z Base,18800,44141,Power Motorcars,4.7,"Naperville, IL (28 mi.)",35
2015 BMW 535 Gran Turismo xDrive,18990,90257,Car City Inc,3.9,"Palatine, IL (28 mi.)",50
2021 Honda Civic Type R Touring,37950,44233,INFINITI of Naperville,4.9,"Naperville, IL (30 mi.)",3709
2018 Volkswagen Tiguan Limited 2.0T 4MOTION,14750,49117,Volkswagen of Downtown Chicago,4.6,"Chicago, IL (2 mi.)",2575
2012 MINI Cooper S Countryman Base,9850,120281,Windy City Motors,0.0,"Chicago, IL (7 mi.)",768
2012 Maserati GranTurismo S Automatic,29000,48000,Not found,0.0,"Elmwood Park, IL (10 mi.)",0
2019 RAM 2500 Bighorn,34998,60554,CarMax Wilmington,0.0,Location not found,1
2022 Honda Civic Si Base,26995,67696,Baha Auto Group Inc.,0.0,"Burbank, IL (13 mi.)",32
2025 Buick Enclave TOURING,53185,0,Ettleson Buick GMC,4.9,"Hodgkins, IL (14 mi.)",1403
2019 Hyundai Santa Fe SE,17998,81073,CarMax Buffalo,0.0,Location not found,0
2023 Lexus RX 500h F SPORT Performance,58995,21727,Fields Lexus Glenview,4.8,"Glenview, IL (17 mi.)",2765
2019 GMC Terrain SLT,22595,36325,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2024 Ford Transit-250 148 WB Medium Roof Cargo,53235,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2024 Ford Transit-250 148 WB Medium Roof Cargo,53235,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2024 Ford Transit-250 148 WB Medium Roof Cargo,53235,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2019 Mercedes-Benz AMG E 63 S 4MATIC,57479,63582,Packey Webb Ford,4.4,"Downers Grove, IL (21 mi.)",652
2019 Lincoln Continental Select,26990,18375,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2025 Chevrolet Trailblazer LT,26595,0,Tasca Chevrolet Wheeling,4.8,"Wheeling, IL (24 mi.)",3513
2014 Nissan Rogue Select S,14998,37588,CarMax Tinley Park,0.0,"Tinley Park, IL (25 mi.)",16
2024 Lexus TX 350 Premium,65995,4801,Woodfield Lexus,4.9,"Schaumburg, IL (26 mi.)",2321
2004 Lamborghini Gallardo,99998,45558,Import Exchange Inc.,5.0,"Mokena, IL (27 mi.)",88
2020 Honda Civic Si Base,24894,48718,Napleton's Schaumburg Subaru,4.5,"Schaumburg, IL (27 mi.)",395
2012 Mercedes-Benz R-Class 4MATIC,12000,69393,Napleton Autowerks Schererville,3.4,"Schererville, IN (28 mi.)",597
2022 MINI Hardtop Cooper S,26950,20643,INFINITI of Naperville,4.9,"Naperville, IL (30 mi.)",3709
2024 BMW M340 i xDrive,68935,0,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2008 Lexus LX 570 Base (A6),19480,223177,McGrath Lexus Chicago,4.6,"Chicago, IL (2 mi.)",1276
2024 Ford F-250 XLT,87045,0,Al Piemonte Ford,4.8,"Melrose Park, IL (12 mi.)",750
2018 Toyota Corolla iM Base,19390,24840,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2023 Hyundai IONIQ 5 SEL,35998,8878,CarMax El Paso,0.0,Location not found,0
2015 Lexus IS 250,20998,93461,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2023 Subaru BRZ Limited,31998,1143,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2011 Lincoln MKX Base,10243,94131,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2021 Nissan Frontier SV,28998,32118,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2021 Toyota Corolla Hybrid LE,23998,34037,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2021 Mazda CX-3 Sport,20998,34381,CarMax Arlington/Ft. Worth,0.0,Location not found,18
2022 Subaru Forester Limited,25588,46563,Hertz Car Sales Des Plaines,0.0,"Des Plaines, IL (16 mi.)",120
2024 Ford Transit-250 Base,53040,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2024 Lexus LC 500 Base,104995,2430,Fields Lexus Glenview,4.8,"Glenview, IL (17 mi.)",2765
2021 BMW 530e Base,30492,49184,McGrath BMW of Elmhurst,4.2,"Elmhurst, IL (17 mi.)",235
2016 Volkswagen Golf SportWagen TSI S,13995,91232,carneed,4.3,"Northbrook, IL (18 mi.)",10
2024 Aston Martin DB12 Coupe,319800,724,Napleton Aston Martin Maserati,4.8,"Downers Grove, IL (19 mi.)",1023
2024 Honda Civic Type R Base (M6),46345,0,Community Honda of Orland Park,4.2,"Orland Park, IL (22 mi.)",1834
2024 RAM ProMaster 3500 High Roof,48679,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2023 Hyundai Elantra N Manual MT,29430,27088,Muller Subaru Volkswagen,0.0,"Highland Park, IL (24 mi.)",89
2015 Subaru Forester 2.5I Premium,14998,100475,CarMax Tinley Park,0.0,"Tinley Park, IL (25 mi.)",16
2023 Hyundai Santa Fe Plug-In Hybrid Limited,38998,22489,Patrick Hyundai of Schaumburg,4.1,"Schaumburg, IL (25 mi.)",1125
2007 Pontiac Torrent Base,3495,169181,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.4,"Arlington Heights, IL (26 mi.)",3364
2024 Lexus TX 350 Luxury,64977,24296,Victory Toyota of Midtown,4.5,"Chicago, IL (7 mi.)",952
2019 Buick Enclave Essence,25998,44681,CarMax Oak Lawn,0.0,"Oak Lawn, IL (14 mi.)",11
2021 Audi e-tron Premium,29929,21662,Old Orchard Nissan,4.6,"Skokie, IL (14 mi.)",3581
2019 RAM 2500 Bighorn,34998,60554,CarMax Wilmington,0.0,Location not found,1
2025 Buick Enclave Preferred,47360,0,Ettleson Buick GMC,4.9,"Hodgkins, IL (14 mi.)",1403
2020 Hyundai Elantra SEL,15998,34645,CarMax Oak Lawn,0.0,"Oak Lawn, IL (14 mi.)",11
2022 Toyota Tundra SR5,40998,6262,CarMax Killeen,0.0,Location not found,2
2022 Chevrolet Bolt EUV LT,24988,32957,Jennings Chevy / VW,4.7,"Glenview, IL (15 mi.)",1564
2022 Jeep Compass Trailhawk,22695,49061,Baha Auto Group,0.0,"Palos Hills, IL (16 mi.)",1
2019 BMW i3 120Ah w/Range Extender,20891,24921,Motorcars Express,4.1,"Alsip, IL (16 mi.)",78
2009 INFINITI G37 Base,11995,97700,OKAZ MOTORS,0.0,"Elmhurst, IL (17 mi.)",157
2023 BMW 530e Base,46992,13896,McGrath BMW of Elmhurst,4.2,"Elmhurst, IL (17 mi.)",235
2024 Toyota bZ4X XLE,30988,941,McGrath Elmhurst Toyota,4.4,"Elmhurst, IL (17 mi.)",842
2002 Buick LeSabre Limited,5999,64252,Your Choice Auto Sales of Posen,4.3,"Posen, IL (18 mi.)",113
2005 Nissan 350Z Enthusiast,14995,79201,Highline Auto Sales,4.5,"Willowbrook, IL (18 mi.)",363
2019 Audi e-tron quattro Premium Plus,38985,47188,Xchange Motors,5.0,"Addison, IL (19 mi.)",12
2019 Audi e-tron Premium Plus,22800,87110,Ultimo Motors North Shore,3.2,"Northbrook, IL (19 mi.)",88
1963 Ford Falcon,15950,73894,Net Motorcars,4.7,"Addison, IL (20 mi.)",127
2024 Lexus TX 350 Luxury,73977,11602,Woodfield Lexus,4.9,"Schaumburg, IL (26 mi.)",2321
2023 Chevrolet Equinox 1LT,21974,13073,City Volkswagen of Highland,4.9,"Highland, IN (26 mi.)",1733
2021 Chevrolet Blazer 2LT,26881,20625,South Oak Dodge Chrysler Jeep RAM,4.6,"Matteson, IL (27 mi.)",1942
2019 Chevrolet Blazer 3LT,23895,54206,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2023 Audi e-tron CERTIFIED Premium Plus w/ Black Optic,41930,11141,Fletcher Jones Audi,4.2,"Chicago, IL (3 mi.)",1150
2025 Rivian R1S Adventure Performance Dual-Motor Max Pack,93950,155,Not found,0.0,"Chicago, IL (6 mi.)",0
2025 Mazda Mazda3 FWD,25898,0,McGrath City Mazda,4.6,"Chicago, IL (9 mi.)",727
2018 Audi A5 Premium Plus,27998,33907,CarMax Birmingham,0.0,Location not found,9
2018 BMW 340 340i xDrive,16980,157460,Driven Auto Sales,4.1,"Burbank, IL (13 mi.)",193
2018 BMW X5 eDrive xDrive40e,22455,67503,Napleton Ford of Oak Lawn,4.3,"Oak Lawn, IL (14 mi.)",3057
2019 Chevrolet Malibu Hybrid,18998,63955,CarMax Cool Springs,0.0,Location not found,7
2020 Lexus RC 350 F Sport,40991,24642,Platinum Motorsports,0.0,"Hickory Hills, IL (15 mi.)",10
2019 Mercedes-Benz AMG GLS 63 4MATIC,52000,86550,Not found,0.0,"Oak Brook, IL (17 mi.)",0
2021 Mercedes-Benz AMG A 35 4MATIC,33775,55671,Adam Auto Group,3.5,"Crestwood, IL (18 mi.)",79
2004 Lexus SC 430 Base,10990,194381,Coda Motors,1.7,"Burr Ridge, IL (19 mi.)",96
2018 Volkswagen Tiguan 2.0T SE 4MOTION,16544,75846,Napleton Autowerks River Oaks,4.6,"Calumet City, IL (20 mi.)",350
2016 BMW 340 i,29999,68000,Not found,0.0,"Mount Prospect, IL (20 mi.)",0
2016 Lexus IS 200t Base,15980,146852,Driven Auto of Oak Forest,4.4,"Oak Forest, IL (21 mi.)",50
2024 Volvo C40 Recharge Pure Electric Twin Plus,59445,0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",4.8,"Tinley Park, IL (22 mi.)",275
2023 Chevrolet Bolt EUV FWD Premier,25789,14866,Bill Kay Chevrolet,4.6,"Lisle, IL (23 mi.)",2383
2022 Audi e-tron Premium,35588,15869,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2021 Audi e-tron Prestige,34589,35460,Gravity Autos Chicago,4.5,"Highland Park, IL (25 mi.)",16
2003 Lexus SC 430 Base,22950,66060,Frankfort Auto Haus,0.0,"Frankfort, IL (27 mi.)",106
2024 Mercedes-Benz GLE 450 Plug-In Hybrid 4MATIC,83430,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2016 Nissan Rogue SV,12995,93548,Cadillac of Naperville,4.7,"Naperville, IL (30 mi.)",269
2024 Mercedes-Benz GLE 450 Plug-In Hybrid 4MATIC,74990,169,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2017 Volkswagen Passat 1.8T R-Line w/Comfort,10986,112715,Honda of Downtown Chicago,4.0,"Chicago, IL (2 mi.)",361
2016 Nissan NV Cargo NV1500 S V6,17481,101064,Chicago Auto Warehouse,3.9,"Chicago, IL (7 mi.)",10
2021 Nissan Versa 1.6 SV,16899,64980,Toyota On Western,4.3,"Chicago, IL (9 mi.)",191
2018 Audi A5 Premium Plus,27998,33907,CarMax Birmingham,0.0,Location not found,9
2016 Ford Transit-150 XL,29998,67374,CarMax Shreveport,0.0,Location not found,0
2025 Buick Enclave TOURING,55475,0,Ettleson Buick GMC,4.9,"Hodgkins, IL (14 mi.)",1403
2005 Lexus RX 330 Base,5500,179203,Premier Auto Works Inc,5.0,"Alsip, IL (16 mi.)",11
2014 Porsche Cayenne Hybrid S,17890,101185,Lucky Motors Megastore of Villa Park,3.8,"Villa Park, IL (18 mi.)",204
2024 Lexus RC 350 F Sport,58884,0,McGrath Lexus of Westmont,4.8,"Westmont, IL (18 mi.)",2187
2022 Chevrolet Blazer 2LT,27757,33883,INFINITI of Clarendon Hills,4.9,"Clarendon Hills, IL (18 mi.)",2214
2008 Chevrolet Cobalt LS,6999,71697,Your Choice Auto Sales of Posen,4.3,"Posen, IL (18 mi.)",113
2023 Ford F-250 Lariat,74000,12800,Not found,0.0,"Willowbrook, IL (18 mi.)",0
2013 Nissan Altima 3.5 SL,13494,64699,Muller Honda,4.8,"Highland Park, IL (22 mi.)",1297
2024 Jeep Grand Cherokee 4xe Base,47701,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2003 Lamborghini Murcielago Coupe,419800,23174,Ace Motorworks,0.0,"Lisle, IL (24 mi.)",4
2011 Suzuki Kizashi Sport SLS,6995,129358,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.4,"Arlington Heights, IL (26 mi.)",3364
2021 Lexus LX 570 Three-Row,84995,28803,Woodfield Lexus,4.9,"Schaumburg, IL (26 mi.)",2321
2024 Kia Niro Plug-In Hybrid EX,35730,0,McGrath Arlington Kia,2.7,"Palatine, IL (27 mi.)",627
2020 Honda Pilot Touring 7-Passenger,25998,87064,Import Exchange Inc.,5.0,"Mokena, IL (27 mi.)",88
2008 Chevrolet Cobalt LT,3472,162916,Advantage Chevrolet of Bolingbrook,4.8,"Bolingbrook, IL (27 mi.)",5371
2017 Hyundai Sonata Sport,15369,62273,Woodfield Nissan,4.0,"Hoffman Estates, IL (27 mi.)",478
2023 Nissan Frontier PRO-4X,35500,8031,Team Toyota,4.8,"Schererville, IN (27 mi.)",1523
2021 Nissan Murano SL,26499,35643,Berman INFINITI of Niles,4.5,"Niles, IL (12 mi.)",72
2025 Buick Enclave TOURING,49290,0,Ettleson Buick GMC,4.9,"Hodgkins, IL (14 mi.)",1403
2022 Chevrolet Bolt EUV Premier,25488,15531,Jennings Chevy / VW,4.7,"Glenview, IL (15 mi.)",1564
2018 Audi A5 Premium Plus,27998,33907,CarMax Birmingham,0.0,Location not found,9
2018 Volvo XC60 T6 Momentum,25998,47438,CarMax San Antonio,0.0,Location not found,16
2021 Honda Odyssey EX,32335,53314,Golf Mill Chevrolet,4.5,"Niles, IL (16 mi.)",780
2008 Mercedes-Benz R-Class R320 CDI 4MATIC,7495,134016,Nexton Motors LLC,5.0,"Elmhurst, IL (17 mi.)",52
2023 Toyota bZ4X XLE,31750,4634,McGrath Elmhurst Toyota,4.4,"Elmhurst, IL (17 mi.)",842
2024 Ford Transit-250,55805,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2010 Maserati GranTurismo S,28980,51755,Lucky Motors Megastore of Villa Park,3.8,"Villa Park, IL (18 mi.)",204
2019 BMW 530e xDrive iPerformance,20990,69641,Fields BMW of Northfield,3.3,"Northfield, IL (18 mi.)",441
2024 Lexus RX 450h+ Luxury,77295,0,McGrath Lexus of Westmont,4.8,"Westmont, IL (18 mi.)",2187
2006 Lotus Exige Base,74937,6734,Ogden Lincoln Of Westmont,3.9,"Westmont, IL (19 mi.)",163
2019 BMW 530e xDrive iPerformance,27985,31763,Star Auto Works,4.8,"Downers Grove, IL (21 mi.)",15
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,30895,6919,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",4.8,"Tinley Park, IL (22 mi.)",275
2004 Lexus GX 470 Base,6900,182500,Not found,0.0,"Highland Park, IL (23 mi.)",0
2014 BMW 435 i xDrive,16495,116625,Conway Imports,4.7,"Streamwood, IL (29 mi.)",732
2024 INEOS Grenadier Fieldmaster,88780,0,Knauz Ineos Grenadier of Lake Bluff,0.0,"Lake Bluff, IL (30 mi.)",123
2012 Porsche Cayenne Hybrid S,17655,63430,Luxury Car Outlet,2.3,"West Chicago, IL (30 mi.)",56
2025 Chevrolet Silverado 3500 WT,49395,0,The Chevrolet Exchange,4.9,"Lake Bluff, IL (30 mi.)",992
2022 BMW 530e Base,40995,23080,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2018 BMW 530e xDrive iPerformance,21500,65894,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2016 Audi A3 e-tron 1.4T Premium,12890,111456,The Autobarn Volvo Cars of Oak Park,4.9,"Oak Park, IL (9 mi.)",1062
2023 Mazda MX-30 EV Premium Plus,20495,3197,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2016 Ford Transit-150 XL,29998,67374,CarMax Shreveport,0.0,Location not found,0
2021 Audi Q7 Premium Plus,34998,59440,CarMax Tallahassee,0.0,Location not found,3
2020 Chevrolet Traverse High Country,33799,44601,McGrath Acura of Morton Grove,4.6,"Morton Grove, IL (15 mi.)",795
2015 BMW i3 Base w/Range Extender,12995,64000,Not found,0.0,"Glenview, IL (17 mi.)",0
2024 Lexus RC 350 F Sport,62015,0,Fields Lexus Glenview,4.8,"Glenview, IL (17 mi.)",2765
2022 BMW 530e Base,42990,12696,Fields BMW of Northfield,3.3,"Northfield, IL (18 mi.)",441
2020 Mercedes-Benz AMG G 63 Base,124900,67733,carneed,4.3,"Northbrook, IL (18 mi.)",10
2024 Jeep Grand Cherokee Limited X,43990,8147,Porsche Orland Park,4.8,"Orland Park, IL (22 mi.)",1111
2023 Mercedes-Benz EQS 450+ 4MATIC,55991,12953,Mercedes-Benz of Orland Park,4.5,"Orland Park, IL (22 mi.)",394
2021 RAM 1500 Classic Express,30095,38246,DriveTime of Highland,0.0,"Highland, IN (26 mi.)",8
2025 Honda Ridgeline RTL,46275,0,Bosak Honda,4.5,"Highland, IN (26 mi.)",694
2023 BMW 530e 530e xDrive,32999,34294,Hawk Ford of Carol Stream,4.8,"Carol Stream, IL (26 mi.)",305
2022 Chevrolet Equinox 1LT,24604,10237,Napleton's Schaumburg Subaru,4.5,"Schaumburg, IL (27 mi.)",395
2024 McLaren 750S Spider,429800,1350,Chicago Motor Cars,4.6,"West Chicago, IL (27 mi.)",728
2024 Ford Bronco Wildtrak,61999,8400,Napleton's Palatine Subaru,4.4,"Palatine, IL (28 mi.)",237
2022 Chevrolet Bolt EUV Premier,25495,19138,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2022 Chevrolet Bolt EUV FWD LT,20035,53847,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2024 INEOS Grenadier AWD,76100,0,Knauz Ineos Grenadier of Lake Bluff,0.0,"Lake Bluff, IL (30 mi.)",123
2024 INEOS Grenadier AWD,84405,0,Knauz Ineos Grenadier of Lake Bluff,0.0,"Lake Bluff, IL (30 mi.)",123
2023 Chevrolet Bolt EUV FWD Premier,23245,25890,Mike Anderson Chevrolet of Chicago,2.8,"Chicago, IL (9 mi.)",387
2013 Hyundai Genesis Coupe 2.0T Premium,8000,71000,Not found,0.0,"Chicago, IL (10 mi.)",0
2021 BMW 530 xDrive,35000,20307,Zeigler Cadillac of Lincolnwood,4.4,"Lincolnwood, IL (11 mi.)",660
2014 Ford Escape SE,12599,106849,CarMax Salisbury,0.0,Location not found,2
2016 Audi A3 Premium,15998,91155,CarMax Pharr,0.0,Location not found,2
2019 BMW 530 xDrive,24596,52077,Continental Toyota,4.9,"Hodgkins, IL (15 mi.)",2958
2019 Honda HR-V EX,20291,44570,Motorcars Express,4.1,"Alsip, IL (16 mi.)",78
2022 Cadillac Escalade ESV Sport,87997,5469,Jaguar Land Rover Hinsdale,4.7,"Hinsdale, IL (16 mi.)",1005
